Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
04/04/2015,03:37:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",RT. 355 @ ODENDHAL AVENUE,39.1494033333333,-77.2338133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1991,TOYOTA,CAROLLA,BLACK,Citation,22-201.1,Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1494033333333, -77.2338133333333)"
04/04/2015,03:30:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,VEIRS MILL RD @ GAIL ST,39.0493,-77.0700166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,SILVER,Warning,21-309(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0493, -77.0700166666667)"
04/04/2015,03:30:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,VEIRS MILL RD @ GAIL ST,39.0493,-77.0700166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,SILVER,Warning,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0493, -77.0700166666667)"
04/04/2015,03:30:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,VEIRS MILL RD @ GAIL ST,39.0493,-77.0700166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,SILVER,Warning,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0493, -77.0700166666667)"
04/04/2015,03:30:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL RD @ GAIL ST,39.0493,-77.0700166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,SILVER,Warning,13-409(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0493, -77.0700166666667)"
04/04/2015,03:25:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,GEORGIA AVE @ NORBECK,39.107895,-77.0763633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,INFINITI,4S,GRAY,Warning,22-226(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.107895, -77.0763633333333)"
04/04/2015,03:23:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MIDDLEBROOK RD @ BRANDERMILL RD,39.1816083333333,-77.2341266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,INFINITI,G35,SILVER,Citation,16-303(c),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1816083333333, -77.2341266666667)"
04/04/2015,03:11:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,AIRCRAFT DR @ CENTURY BLVD,39.1834566666667,-77.261485,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2014,JEEP,4X4,GRAY,Citation,21-204(b),Transportation Article,No,WHITE,M,TONAWANDA,NY,NY,A - Marked Patrol,"(39.1834566666667, -77.261485)"
04/04/2015,03:10:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,ENNALLS AVE ON GRANDVIEW AVE,39.05845,-77.047985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,4S,BLACK,Citation,21-902(a1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05845, -77.047985)"
04/04/2015,03:10:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,ENNALLS AVE ON GRANDVIEW AVE,39.05845,-77.047985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,4S,BLACK,Citation,21-902(b1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05845, -77.047985)"
04/04/2015,03:10:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,ENNALLS AVE ON GRANDVIEW AVE,39.05845,-77.047985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,4S,BLACK,Citation,21-707(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05845, -77.047985)"
04/04/2015,03:09:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EAST-WEST/MAPLE,38.9876166666667,-77.0832883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,CAMRY,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.9876166666667, -77.0832883333333)"
04/04/2015,03:05:00,MCP,"4th district, Wheaton",STOP LIGHTS (*),VEIRS MILL RD/ARDENNES AVE,39.0763216666667,-77.1202533333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,4S,RED,ESERO,64*,,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0763216666667, -77.1202533333333)"
04/04/2015,03:05:00,MCP,"4th district, Wheaton",TAILLIGHTS (*),VEIRS MILL RD/ARDENNES AVE,39.0763216666667,-77.1202533333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,4S,RED,ESERO,56*,,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0763216666667, -77.1202533333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-309(b),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-902(a2),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-902(a1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-902(b1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-901.1(b),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"2nd district, Bethesda",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,S/B 270 @ OLD GEORGETOWN RD,38.983405,-77.0930983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,YARIS,SILVER,Citation,21-901.1(a),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.983405, -77.0930983333333)"
04/04/2015,03:04:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,24503 RIDGE ROAD,39.25486,-77.2273316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYT,PRIUS,BLACK,Citation,21-309(d),Transportation Article,No,WHITE,F,MOUNT AIRY,MD,MD,A - Marked Patrol,"(39.25486, -77.2273316666667)"
04/04/2015,03:04:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,24503 RIDGE ROAD,39.25486,-77.2273316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYT,PRIUS,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,F,MOUNT AIRY,MD,MD,A - Marked Patrol,"(39.25486, -77.2273316666667)"
04/04/2015,03:02:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,N/B 270 AT MONTROSE RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,DODGE,CHARGER,BLACK,Citation,21-801(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
04/04/2015,03:02:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WB ASPEN HILL ROAD/VEIRS MILL ROAD,39.0714333333333,-77.108565,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,TOYOTA,MATRIX,WHITE,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0714333333333, -77.108565)"
04/04/2015,02:59:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,GEORGIA AVE @ RANDOLPH RD,39.055225,-77.05003,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,MITSUBISHI,2S,MAROON,Warning,21-801.1,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.055225, -77.05003)"
10/07/2014,21:24:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,E GUDE  DR AT TAFT CT,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,SATURN,ION,SILVER,Warning,13-401(h),Transportation Article,No,WHITE,F,DERWOOD,MD,MD,A - Marked Patrol,
10/07/2014,21:24:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,E GUDE  DR AT TAFT CT,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,SATURN,ION,SILVER,Warning,13-409(b),Transportation Article,No,WHITE,F,DERWOOD,MD,MD,A - Marked Patrol,
04/04/2015,02:58:00,MCP,"5th district, Germantown",DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION,GREAT SENECA HWY @ RITCHER FARM DR,39.1489266666667,-77.2768283333333,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2008,CHEVROLET,4S,BLACK,Citation,13-401(h),Transportation Article,No,WHITE,F,GERMANTOWN,MD,NY,A - Marked Patrol,"(39.1489266666667, -77.2768283333333)"
04/04/2015,02:55:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,W. MONTGOMERY AVE / DARNESTOWN RD,39.0926083333333,-77.1830966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4S,BLACK,Citation,21-204(b),Transportation Article,No,BLACK,F,UPPR MARLBORO,MD,MD,A - Marked Patrol,"(39.0926083333333, -77.1830966666667)"
04/04/2015,02:55:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,W. MONTGOMERY AVE / DARNESTOWN RD,39.0926083333333,-77.1830966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4S,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,F,UPPR MARLBORO,MD,MD,A - Marked Patrol,"(39.0926083333333, -77.1830966666667)"
04/04/2015,02:55:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,W. MONTGOMERY AVE / DARNESTOWN RD,39.0926083333333,-77.1830966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4S,BLACK,Citation,16-112(c),Transportation Article,No,BLACK,F,UPPR MARLBORO,MD,MD,A - Marked Patrol,"(39.0926083333333, -77.1830966666667)"
04/04/2015,02:55:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,W. MONTGOMERY AVE / DARNESTOWN RD,39.0926083333333,-77.1830966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4S,BLACK,Citation,13-409(b),Transportation Article,No,BLACK,F,UPPR MARLBORO,MD,MD,A - Marked Patrol,"(39.0926083333333, -77.1830966666667)"
04/04/2015,02:55:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,W. MONTGOMERY AVE / DARNESTOWN RD,39.0926083333333,-77.1830966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4S,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,F,UPPR MARLBORO,MD,MD,A - Marked Patrol,"(39.0926083333333, -77.1830966666667)"
04/04/2015,02:55:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",W. MONTGOMERY AVE / DARNESTOWN RD,39.0926083333333,-77.1830966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4S,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,F,UPPR MARLBORO,MD,MD,A - Marked Patrol,"(39.0926083333333, -77.1830966666667)"
04/04/2015,02:55:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,21-902(a2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
04/04/2015,02:55:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,21-902(a1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
10/07/2014,20:54:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RIDGE RD/MORNING STAR RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,HOND,4S,GREEN,Warning,21-801.1,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
04/04/2015,02:55:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,21-902(b1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
04/04/2015,02:55:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 40 MPH IN A POSTED 25 MPH ZONE,BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
10/07/2014,20:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",TAILLIGHTS (*),MUDY BRANCH/DIAMONDBACK,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,MERZ,ML350,SILVER,ESERO,56*,,No,ASIAN,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,
04/04/2015,02:55:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,13-409(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
01/08/2015,17:30:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN AVE/MONTGOMERY LA,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,GMC,YUKON,WHITE,Citation,21-502(a2),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,O - Foot Patrol,
04/04/2015,02:55:00,MCP,"1st district, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,21-901.1(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
10/07/2014,20:27:00,MCP,"5th district, Germantown",DRIVER TURNING VEHICLE WITHOUT GIVING APPROPRIATE SIGNAL AS REQUIRED,RIDGE RD/OBSERVATION DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYT,4S,SILVER,Warning,21-604(c),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,
04/04/2015,02:55:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,16-303(c),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
04/04/2015,02:55:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",BROADWOOD DR & BALTIMORE RD,39.0839566666667,-77.1534266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SATURN,VUE,GRAY,Citation,16-303(h),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0839566666667, -77.1534266666667)"
10/07/2014,20:15:00,MCP,"5th district, Germantown",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,RIDGE RD/BRINK RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,JEEP,SU,RED,Warning,22-204(f),Transportation Article,No,WHITE,M,IJAMSVILLE,MD,MD,A - Marked Patrol,
04/04/2015,02:54:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,COLESVILLE RD @ TIMBERWOOD AVE,39.0218066666667,-77.0119816666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,CHEVROLET,CAMARO,"BLUE, DARK",Citation,22-204(f),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0218066666667, -77.0119816666667)"
04/04/2015,02:49:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,GEORGIA AVE/MORNINGWOOD DR,39.15071,-77.0693216666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,CIVIC,BLACK,Warning,22-226(a),Transportation Article,No,HISPANIC,M,OLNEY,MD,MD,A - Marked Patrol,"(39.15071, -77.0693216666667)"
04/04/2015,02:48:00,MCP,"1st district, Rockville",STOP LIGHTS (*),ROCKVILLE PIKE AND FIRST ST,39.0770483333333,-77.1391466666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HOND,CIVIC,GRAY,ESERO,64*,,No,BLACK,M,TEMPLE HILLS,MD,MD,A - Marked Patrol,"(39.0770483333333, -77.1391466666667)"
04/04/2015,02:46:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,GREAT SENECA @ MUDDY BRANCH,39.10464,-77.2204166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,SCION,TC,GRAY,Warning,21-204(b),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.10464, -77.2204166666667)"
10/07/2014,20:11:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",MUDY BRANCH/W DEER PARK,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,ISUZU,RODEO,GREEN,Warning,22-201.1,Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,
10/07/2014,20:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,LOST KNIFE RD @ CONTOUR RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODG,4S,"BLUE, LIGHT",Warning,22-204(f),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,
10/07/2014,20:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT,LOST KNIFE RD @ CONTOUR RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODG,4S,"BLUE, LIGHT",Warning,22-206(a),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,
04/04/2015,02:42:00,MCP,"5th district, Germantown",FAILURE OF DR. TO SLOW TO REASONABLE & PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH.,GREAT SENECA HWY @ DAWSON FARM RD,39.15775,-77.27579,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,BMW,750 I,BLACK,Warning,21-405(e2),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.15775, -77.27579)"
04/04/2015,02:42:00,MCP,"3rd district, Silver Spring",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,UNIVERSITY BLVD E / COLESVILLE RD,39.0457466666667,-76.9893583333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,BMW,528I,RED,Citation,21-309(i),Transportation Article,No,BLACK,F,HILLCREST,MD,MD,A - Marked Patrol,"(39.0457466666667, -76.9893583333333)"
04/04/2015,02:42:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,UNIVERSITY BLVD E / COLESVILLE RD,39.0457466666667,-76.9893583333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,BMW,528I,RED,Citation,21-902(a2),Transportation Article,No,BLACK,F,HILLCREST,MD,MD,A - Marked Patrol,"(39.0457466666667, -76.9893583333333)"
04/04/2015,02:42:00,MCP,"3rd district, Silver Spring",DRIVING UNSAFE VEH. ON HWY.,UNIVERSITY BLVD E / COLESVILLE RD,39.0457466666667,-76.9893583333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,BMW,528I,RED,Citation,22-101(a),Transportation Article,No,BLACK,F,HILLCREST,MD,MD,A - Marked Patrol,"(39.0457466666667, -76.9893583333333)"
04/04/2015,02:42:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,UNIVERSITY BLVD E / COLESVILLE RD,39.0457466666667,-76.9893583333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,BMW,528I,RED,Citation,21-902(a1),Transportation Article,No,BLACK,F,HILLCREST,MD,MD,A - Marked Patrol,"(39.0457466666667, -76.9893583333333)"
04/04/2015,02:42:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD E / COLESVILLE RD,39.0457466666667,-76.9893583333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,BMW,528I,RED,Citation,21-902(b1),Transportation Article,No,BLACK,F,HILLCREST,MD,MD,A - Marked Patrol,"(39.0457466666667, -76.9893583333333)"
10/07/2014,19:29:00,MCP,"6th district, Gaithersburg / Montgomery Village",MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT,MIDCOUNTY @ WASHINGTON GROVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,INFI,4S,BLACK,Warning,22-206(a),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,
